imagen,objeto_id,R,G,B,H,S,V,area,perimetro,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,longitud_skel,terminaciones,bbox_ratio,extent,solidity
IMG_6313.png,0,31.31160714285714,31.558482142857144,31.79921875,12.615513392857142,8.226897321428572,34.22310267857143,812.0,180.99494743347168,0.5693151901504186,0.2959642460502561,0.00926092610708425,0.007385851904496614,6.108323996607775e-05,0.004014935131604248,3.220924897395606e-07,64.0,2.0,0.547945205479452,0.30445205479452053,0.9279749478079332
IMG_6313.png,1,22.421253551136363,24.2666015625,25.94815340909091,16.0615234375,8.217240767045455,26.09188565340909,860.5,204.00713992118835,0.5264236269941523,0.2486792270824057,0.006304134859886856,0.0050955751761026825,2.8879660443969376e-05,0.0025375771181405304,2.0067751432708686e-07,74.0,3.0,0.704225352112676,0.2656338028169014,0.9058597502401537
IMG_6313.png,2,20.729784149484537,21.881684922680414,23.468347293814432,14.447567654639176,8.869845360824742,24.003382731958762,999.0,245.50461292266846,0.6265044061093924,0.36339183018772114,0.021402766111297673,0.018149236503584652,0.00035770245086097876,0.010939918352664823,-5.83067290270379e-07,82.0,3.0,1.3174603174603174,0.20940906483075158,0.8982772764561116
IMG_6313.png,3,77.0947265625,86.380859375,96.2236328125,70.759765625,46.6162109375,96.23486328125,128.0,120.76955199241638,1.8981777694490218,3.5626921767882815,0.00489249182470016,0.0005630411618221302,-7.81709861894642e-07,-0.0009995725699351503,-5.120583198654688e-07,53.0,2.0,7.857142857142857,0.4779220779220779,0.6814814814814815
IMG_6313.png,4,56.32998511904762,64.14732142857143,72.05840773809524,51.829613095238095,34.20907738095238,72.07217261904762,561.5,139.35533821582794,0.49463810278063397,0.2175212615342482,0.002660883548336374,0.0019417899482292154,4.413094755399465e-06,0.0009022328318116335,8.095180329726143e-08,54.0,2.0,4.846153846153846,0.7655677655677655,0.9400299850074962
IMG_6314.png,0,31.841586538461538,32.10048076923077,30.946153846153845,10.962740384615385,8.114663461538461,33.933653846153845,1159.0,366.96045756340027,1.3615895316331017,1.7975264556454937,0.12469363563709701,0.12885377080815485,0.01633307053000215,0.172602378365942,2.461412257572307e-06,157.0,7.0,0.5080645161290323,0.1679467485919099,0.6444007858546169
IMG_6314.png,1,22.597837936046513,24.388263081395348,24.853106831395348,12.704033430232558,6.032885174418604,25.175236191860463,870.5,216.49242115020752,0.5446649476931559,0.26810577643211053,0.008513054782033097,0.006921670060900196,5.31312889295321e-05,0.0035794877026176703,3.363633961849078e-07,74.0,4.0,0.6805555555555556,0.27154195011337867,0.920268972142171
IMG_6314.png,2,76.02517361111111,83.50086805555556,88.45659722222223,47.002604166666664,31.872395833333332,89.21527777777777,532.0,145.59797883033752,0.4773278713934737,0.19964750516366606,0.0018047478869309436,0.001387954708308095,2.1965597464207506e-06,0.0006178092110817285,-2.5029022382980235e-08,60.0,3.0,5.083333333333333,0.819672131147541,0.9389671361502347
IMG_6314.png,3,76.21831597222223,82.95963541666667,86.88541666666667,56.342447916666664,29.364583333333332,87.33940972222223,285.0,250.911687374115,0.9921715123621782,0.7834242126481377,0.043319217343574246,0.03475295377772714,0.0013483270264986141,0.030748266582343992,-1.6532676636655313e-05,117.0,2.0,4.6923076923076925,0.5094577553593947,0.6020864381520119
IMG_6313.png,0,31.31160714285714,31.558482142857144,31.79921875,12.615513392857142,8.226897321428572,34.22310267857143,812.0,180.99494743347168,0.5693151901504186,0.2959642460502561,0.00926092610708425,0.007385851904496614,6.108323996607775e-05,0.004014935131604248,3.220924897395606e-07,64.0,2.0,0.547945205479452,0.30445205479452053,0.9279749478079332
